,asin,productTitle,primaryCategory,secondaryCategory,brand,price,itemModelNumber,imageURLHighRes,ranking,productDimensions,shippingWeight,domesticShipping,internationalShipping,discontinuedByManufacturer,batteries
697,B00BWE8J6K,BOTANICALS Excursions Boxed Candle 270 g,Beauty & Personal Care,Luxury Beauty,ARCHIPELAGO,29.00,13382,"['https://images-na.ssl-images-amazon.com/images/I/31OmkRvr5GL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51Tj79y3ANL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/21U1L0Y2BbL.jpg']","776,373",3.6 x 4.2 x 4.8 inches ; 9.6 ounces,1.4 pounds,Item can be shipped within U.S.,This item is not eligible for international shipping.,,
698,B00NV5GL8G,"Organics by Miranda Kerr Exfoliating Cream, 3.38 fl. oz.",Beauty & Personal Care,Luxury Beauty,KORA,,,"['https://images-na.ssl-images-amazon.com/images/I/4128ZV-Yh2L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31IZ2bBZuHL.jpg']","991,907",2.3 x 1.7 x 1 inches ; 4 ounces,4 ounces,Item can be shipped within U.S.,This item is not eligible for international shipping.,,
699,B00BCL308K,"MD Lip 20 Moisture Therapy plus Sunscreen SPF 20- Sheer Candy, 0.11 oz.",Beauty & Personal Care,Luxury Beauty,KAPLAN,,,"['https://images-na.ssl-images-amazon.com/images/I/31i20XZc2hL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41H3fbERuVL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/21SPxqsTNhL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51XY2FUrfPL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51PEUTb%2BIhL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41H8mA2vCLL.jpg']","714,811",3.5 x 1.2 x 1.1 inches ; 1.6 ounces,1.6 ounces,Item can be shipped within U.S.,This item is not eligible for international shipping.,,
700,B005LXEE5S,"Skin Beauty Phyto-Active Eye Cream - Anti-Aging Firming Eye Lotion, 0.5 fl. oz.",Beauty & Personal Care,Luxury Beauty,Glo,96.00,GLO8415,"['https://images-na.ssl-images-amazon.com/images/I/31qOLqhFKVL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41vFP7LPdeL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31q4emySptL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/217argPMZCL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51Mu4rEu3xL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41tldIsYF2L.jpg']","414,457",2.6 x 2.6 x 2.3 inches ; 3.52 ounces,1.6 ounces,Item can be shipped within U.S.,This item can be shipped to select countries outside of the U.S.,,
701,B00BE5CXOG,"Pure Volume Shampoo, 33.8 Ounce",Beauty & Personal Care,Luxury Beauty,Pureology,,,"['https://images-na.ssl-images-amazon.com/images/I/31kSh3Y-YaL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31DaB4qRwiL.jpg']","490,552",2.5 x 3.5 x 11 inches,2.4 pounds,"Currently, item can be shipped only within the U.S. and to APO/FPO addresses. For APO/FPO shipments, please check with the manufacturer regarding warranty and support issues.",This item is not eligible for international shipping.,,
702,B002ZNSZ70,"Greyl Paris Shampooing Reviviscence, 7 Oz",Beauty & Personal Care,Luxury Beauty,Leonor,67.00,3450870020399,"['https://images-na.ssl-images-amazon.com/images/I/21lUSfW2eeL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31N7T-PkcEL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31drZSx-ElL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31CdS4JDXHL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31eJFXvNAsL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31VB2Ib-i%2BL.jpg']","56,358",7.1 x 2.4 x 2.4 inches ; 7 ounces,9.6 ounces,Item can be shipped within U.S.,This item is not eligible for international shipping.,,
703,B013CPVTOA,"Big Push Up Thickening Finishing Spray, 4.4 oz.",Beauty & Personal Care,Luxury Beauty,SEXYHAIR,9.80,1498,['https://images-na.ssl-images-amazon.com/images/I/415vT4kKSJL.jpg'],"49,759",7.7 x 1.8 x 1.8 inches ; 4.8 ounces,6.4 ounces,"Currently, item can be shipped only within the U.S. and to APO/FPO addresses. For APO/FPO shipments, please check with the manufacturer regarding warranty and support issues.",This item is not eligible for international shipping.,,
704,B00G5PKPVI,"Calendula Redness Rescue Soothing Moisturizing Cream, 3.5oz",Beauty & Personal Care,Luxury Beauty,Jurlique,,108900,"['https://images-na.ssl-images-amazon.com/images/I/31h%2BMtT07OL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31-bS2r8A5L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31yQkGm4lkL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/315B0gBR-ML.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31PqYt-ubvL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/311kHYqw4bL.jpg']","499,500",1.8 x 1.8 x 5.9 inches ; 3.5 pounds,4.8 ounces,"Currently, item can be shipped only within the U.S. and to APO/FPO addresses. For APO/FPO shipments, please check with the manufacturer regarding warranty and support issues.",This item is not eligible for international shipping.,,
705,B00HNUHQFW,"Boob Tube + Multi Action Bust Firmer, 3.4 fl. oz.",Beauty & Personal Care,Luxury Beauty,Mio,48.00,60454,"['https://images-na.ssl-images-amazon.com/images/I/31qGCz2uSNL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/5136dQPN6pL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41tvPm7fdHL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31Hsx-s2w5L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/61uyjXB9W%2BL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41N%2Bd7kTrHL.jpg']","369,335",1.8 x 1.8 x 7 inches ; 6.4 ounces,6.4 ounces,Item can be shipped within U.S.,This item is not eligible for international shipping.,,
706,B00021AMMI,Double-Sided Illuminating Powder Brush No. 24,Beauty & Personal Care,Luxury Beauty,stila,,S0AJ010001,"['https://images-na.ssl-images-amazon.com/images/I/312lDoDeiOL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31kaXOQ1nEL.jpg']","936,248",4 x 5 x 6 inches,0.2 ounces,Item can be shipped within U.S.,This item is not eligible for international shipping.,,Yes
707,B00GB8MWNS,This Is A Strong Dry Wax 2.69 oz,Beauty & Personal Care,Luxury Beauty,Davines,32.00,87067,"['https://images-na.ssl-images-amazon.com/images/I/51aryjcPzRL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31y5DyWYmaL.jpg']","45,088",1 x 2.5 x 1.4 inches ; 2.72 ounces,4.2 ounces,Item can be shipped within U.S.,This item can be shipped to select countries outside of the U.S.,,
708,B00IPPCSC0,Rose Moisture Plus Moisturising Lotion - 1.7 oz,Beauty & Personal Care,Luxury Beauty,Jurlique,44.00,108000,['https://via.placeholder.com/250?text=Image+Not+Available'],"195,262",6 x 5 x 4 inches ; 1.6 ounces,6.4 ounces,"Currently, item can be shipped only within the U.S. and to APO/FPO addresses. For APO/FPO shipments, please check with the manufacturer regarding warranty and support issues.",This item can be shipped to select countries outside of the U.S.,,
709,B012NSQIXE,"Boss WOMAN EXTREME Eau de Parfum, 1.0 Fl Oz",Beauty & Personal Care,Luxury Beauty,Hugo,52.00,HUGEXTF0103002,"['https://images-na.ssl-images-amazon.com/images/I/41b1QAHJWpL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/4140ckWlmEL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41qKPXcKiEL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51gzDxUw6LL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31wNK5R9f2L.jpg']","339,546",3.8 x 2.9 x 1.2 inches,5.6 ounces,,,,
710,B00HQF71TK,"The Activist Firming Active Body Oil, 4.1 fl. oz.",Beauty & Personal Care,Luxury Beauty,Mio,,60456,"['https://images-na.ssl-images-amazon.com/images/I/31ckx9VppiL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41IpdI1n9eL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31BRJ4Jz-SL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51SMnjdqg-L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/3152B%2BjMsCL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41vWoTy-i-L.jpg']","533,552",1.8 x 1.8 x 5.2 inches ; 5 ounces,8 ounces,Item can be shipped within U.S.,This item is not eligible for international shipping.,,
711,B00RLDP036,"Camuto Deodorant Homme, 2.5 Fl Oz",Beauty & Personal Care,Luxury Beauty,Vince,20.00,,['https://images-na.ssl-images-amazon.com/images/I/41%2BJvQWYU3L.jpg'],"142,903",2 x 2 x 4.1 inches ; 0.16 ounces,5.4 ounces,,,,
712,B00IG9MSAM,"Anti-Aging Moisture Primer, 1 fl. oz.",Beauty & Personal Care,Luxury Beauty,Jouer,,,"['https://images-na.ssl-images-amazon.com/images/I/31ENSRrOBXL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31Mcjhrg3gL.jpg']","435,296",5.1 x 1.9 x 0.9 inches ; 0.96 ounces,0.3 ounces,,,,
713,B00E80UST6,"Nail Polish, Arabella Pixiedust, 0.5 Fluid Ounce",Beauty & Personal Care,Luxury Beauty,ZOYA,10.00,ZP702,"['https://images-na.ssl-images-amazon.com/images/I/21qQq2RUE-L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51S-ysNQkiL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41D8sDiVlAL.jpg']","132,843",3 x 1.2 x 1.2 inches,0.3 ounces,"Currently, item can be shipped only within the U.S. and to APO/FPO addresses. For APO/FPO shipments, please check with the manufacturer regarding warranty and support issues.",This item is not eligible for international shipping.,,
714,B015ENQ8QW,LONDON Lip Service Gloss,Beauty & Personal Care,Luxury Beauty,butter,,,"['https://images-na.ssl-images-amazon.com/images/I/51OukWtFY3L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51K8k0QGbAL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31W51I9yt4L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/316jFY8Yr2L.jpg']","807,231",5.6 x 4.6 x 0.8 inches ; 2.4 ounces,2.4 ounces,,,,
715,B00SW4TUUW,"Discovery Espresso Limon Slimming Oil, 4 Fl oz",Beauty & Personal Care,Luxury Beauty,Epicuren,,B801-4,"['https://images-na.ssl-images-amazon.com/images/I/418KqArTb1L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31AakQ77EVL.jpg']","1,058,260",1.8 x 1.8 x 5.5 inches,2.6 ounces,,,,
716,B00EVJR09A,"Gen Do Oriental Plants Facial Wash, Unscented, 100 g.",Beauty & Personal Care,Luxury Beauty,Koh,54.00,,"['https://images-na.ssl-images-amazon.com/images/I/21fQO5Sn9aL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41cGmaV1SgL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/3167NIqOlGL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/412yAnkjiSL.jpg']","552,862",2.5 x 2.8 x 5.8 inches,5.3 ounces,,,,
717,B00172I5ZW,"Badescu Strawberry Face Scrub, 4 oz.",Beauty & Personal Care,Luxury Beauty,Mario,15.00,7.85E+11,"['https://images-na.ssl-images-amazon.com/images/I/51ufyG8pH6L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31w6c9oCFcL.jpg']","50,903",3 x 3 x 2.7 inches ; 3.2 ounces,5.6 ounces,Item can be shipped within U.S.,This item is not eligible for international shipping.,,
718,B01CQVQ7U2,Color Treat Nail Polish Duos - Brights,Beauty & Personal Care,Luxury Beauty,Julep,,ASB-001632,['https://via.placeholder.com/250?text=Image+Not+Available'],"1,126,396",,0.8 ounces,Item can be shipped within U.S.,This item is not eligible for international shipping.,,
719,B00BYCMONY,"Nail Lacquer, Holidazed Over You, 0.5 Fl Oz",Beauty & Personal Care,Luxury Beauty,OPI,,HRJ04,['https://via.placeholder.com/250?text=Image+Not+Available'],"512,687",1.4 x 1.4 x 3.2 inches,0.8 ounces,,,,
720,B00TEAC94W,Nail Polish Daisy,Beauty & Personal Care,Luxury Beauty,ZOYA,10.00,ZP775,"['https://images-na.ssl-images-amazon.com/images/I/21qQq2RUE-L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51zdZCF6pgL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31s5oQjYeTL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/21xWo1H9VGL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41tp2LcV7eL.jpg']","453,154",3 x 1.2 x 1.2 inches ; 1.44 ounces,2.1 ounces,"Currently, item can be shipped only within the U.S. and to APO/FPO addresses. For APO/FPO shipments, please check with the manufacturer regarding warranty and support issues.",This item is not eligible for international shipping.,,
721,B0185SZRVK,"Laundry Signature for Her Luxury Purse Eau de Parfum Spray, 2 oz.",Beauty & Personal Care,Luxury Beauty,English,,,"['https://images-na.ssl-images-amazon.com/images/I/31ByEUWNHXL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/319n08rEEuL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31uth71uihL.jpg']","678,612",,2.4 ounces,,,,
722,B000A84936,Spa Mani Moisture Restoring Gloves,Beauty & Personal Care,Luxury Beauty,Borghese,48.00,1 qty,"['https://images-na.ssl-images-amazon.com/images/I/41GOXdmHb7L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51hDsfWlhLL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/319TQYwBS3L.jpg']","140,035",3 x 4 x 5 inches,7.2 ounces,Item can be shipped within U.S.,This item is not eligible for international shipping.,,
723,B00WA1C74Y,"Herbal Bath, Bath Time RX Set of 10 Travel Size Baths",Beauty & Personal Care,Luxury Beauty,Kneipp,,,"['https://images-na.ssl-images-amazon.com/images/I/51LC6oY31VL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51Swyr7gPAL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/61YFiAJveyL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/617dalWOr4L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31e-ubynnsL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41wgvptvM7L.jpg']","397,282",4.2 x 7.5 x 2.8 inches ; 1.87 pounds,1.6 pounds,,,,
724,B001NBS8JK,Salon Essentials Glossing Block,Beauty & Personal Care,Luxury Beauty,CND,13.50,4299,['https://via.placeholder.com/250?text=Image+Not+Available'],"401,646",,0.3 ounces,Item can be shipped within U.S.,This item is not eligible for international shipping.,,
725,B01A0NTRF0,"Be Strong Oxygen Nail Therapy and Base Coat, 0.27 fl. oz.",Beauty & Personal Care,Luxury Beauty,Julep,,ASB-000695,"['https://images-na.ssl-images-amazon.com/images/I/31uUs4BDwbL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/419Kz4qLO6L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31meeNTeq3L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31jIjx6gdzL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31jIjx6gdzL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/21cJE4B7pkL.jpg']","491,436",,1.6 ounces,Item can be shipped within U.S.,This item is not eligible for international shipping.,,
726,B00T56IYL2,"Skincare Body Spa Rejuvenating Body Lotion, 6 oz.",Beauty & Personal Care,Luxury Beauty,IMAGE,30.00,S-101N,"['https://images-na.ssl-images-amazon.com/images/I/41N9qEDJKvL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31Pur2p-4bL.jpg']","89,451",2.1 x 2 x 2.4 inches ; 6.1 pounds,6.9 ounces,"Currently, item can be shipped only within the U.S. and to APO/FPO addresses. For APO/FPO shipments, please check with the manufacturer regarding warranty and support issues.",This item can be shipped to select countries outside of the U.S.,,
727,B019ULPQVW,Cosmetics Gift Glam Set #1,Beauty & Personal Care,Luxury Beauty,Grande,84.95,,"['https://images-na.ssl-images-amazon.com/images/I/517FzksZIQL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51JUMSJCfvL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/614vczEqSaL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51I5GQoyUDL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51TLidg-W1L.jpg']","32,660",3 x 3 x 5 inches,4 ounces,"Currently, item can be shipped only within the U.S. and to APO/FPO addresses. For APO/FPO shipments, please check with the manufacturer regarding warranty and support issues.",This item can be shipped to select countries outside of the U.S.,,
728,B00C10MZ0A,Roses Musk Eau De Parfum 1.7 Oz,Beauty & Personal Care,Luxury Beauty,MONTALE,,,['https://via.placeholder.com/250?text=Image+Not+Available'],"632,232",,3.2 ounces,Item can be shipped within U.S.,This item is not eligible for international shipping.,,
729,B0182349WG,Color Treat Nail Polish Set - Magnificent Metals Trio,Beauty & Personal Care,Luxury Beauty,Julep,,ASB-001411,['https://via.placeholder.com/250?text=Image+Not+Available'],"841,811",,12.8 ounces,Item can be shipped within U.S.,This item is not eligible for international shipping.,,
730,B0169TQE1O,of California Hair 123 Kit,Beauty & Personal Care,Luxury Beauty,Baxter,,,['https://via.placeholder.com/250?text=Image+Not+Available'],"753,599",,2.4 pounds,Item can be shipped within U.S.,This item is not eligible for international shipping.,,
731,B00HQISRP4,"Couture Malibu, 2.5 fl Oz., perfume for women",Beauty & Personal Care,Luxury Beauty,Juicy,72.00,MS394,"['https://images-na.ssl-images-amazon.com/images/I/41gwcj4ZRgL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41S6R0-eCOL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31qePMo8XZL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31psYroHvsL.jpg']","398,996",0.4 x 0.4 x 0.4 inches ; 13.8 ounces,13.6 ounces,,,,
732,B006K117DW,Classic Facial Toning Device-Gray,Beauty & Personal Care,Luxury Beauty,NuFace,,,"['https://images-na.ssl-images-amazon.com/images/I/31pJ1eLg5ML.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31nPy8tI2FL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41r43c-AWAL.jpg']","2,016,358",,1.3 pounds,Item can be shipped within U.S.,This item is not eligible for international shipping.,,
733,B0049XKXRY,"Lip Balm - Jurlique: Rose Love Balm - 0.5 oz - Moisturizes and Protects Dry Skin, Hydrates and Softens With Olive Oil and Safflower Seed Oil, Infused With The Natural Scent of Roses",Beauty & Personal Care,Luxury Beauty,Moisturizing,10.80,203500,"['https://images-na.ssl-images-amazon.com/images/I/51%2BaXus%2BQJL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/512aRgCTkYL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51H%2BNwD-qUL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51Aps5ZVaVL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/61vdaVurNRL.jpg']","34,557",,1.6 ounces,,,,
734,B00OSKBW6E,"Invigorating Rush Hair + Body Wash, 12 fl. oz.",Beauty & Personal Care,Luxury Beauty,Anthony,55.00,,"['https://images-na.ssl-images-amazon.com/images/I/315Acr%2B-D1L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31Wp-OY0SOL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/21FjnYdUE6L.jpg']","27,664",9.7 x 4.2 x 3.5 inches ; 2.48 pounds,2.5 pounds,Item can be shipped within U.S.,This item can be shipped to select countries outside of the U.S.,,
735,B001P74OF4,Pore Perfecting Facial Polish,Beauty & Personal Care,Luxury Beauty,bliss,,1003-02213,"['https://images-na.ssl-images-amazon.com/images/I/41Nsd6DKCsL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31dD%2BLCcNnL.jpg']","520,736",2.5 x 1.5 x 6.2 inches ; 5 ounces,5.6 ounces,Item can be shipped within U.S.,This item is not eligible for international shipping.,,
736,B00GYA7N8M,"Verbena Cooling Hand Cream Gel, Net Wt. 1 oz.",Beauty & Personal Care,Luxury Beauty,L'Occitane,12.00,3253581264102,['https://images-na.ssl-images-amazon.com/images/I/21qc3aN%2Bv2L.jpg'],"153,819",1.6 x 1.6 x 3.2 inches,1.4 ounces,Item can be shipped within U.S.,This item is not eligible for international shipping.,,
737,B00EPG2QJI,"Evelyn Body Lotion, Verbena and Lavender de Provence, 8.5 fl oz",Beauty & Personal Care,Luxury Beauty,Crabtree,22.00,81071,"['https://images-na.ssl-images-amazon.com/images/I/41AvZQ7fu5L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41trMCUakxL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31nnX%2B8CLBL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/61jqYJt8IrL.jpg']","8,242",2.5 x 1.2 x 5.5 inches,2.1 ounces,Item can be shipped within U.S.,This item can be shipped to select countries outside of the U.S.,,
738,B003981CHK,Air Text Fire Red Curl Iron,Beauty & Personal Care,Luxury Beauty,CHI,77.99,CA1038,"['https://images-na.ssl-images-amazon.com/images/I/31aDQHBcYUL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41l1Voaxn4L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31vFBXSyrUL.jpg']","155,607",5.4 x 1.8 x 2 inches,1.3 pounds,Item can be shipped within U.S.,This item can be shipped to select countries outside of the U.S.,,
739,B001KZG4WM,"Klein ETERNITY for Men After Shave, 3.4 fl. oz.",Beauty & Personal Care,Luxury Beauty,Calvin,,1KH4601,"['https://images-na.ssl-images-amazon.com/images/I/51fwrS-LaSL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51cj-PW4m4L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31%2BTw2kcjtL.jpg']","377,423",2.9 x 1.9 x 1.9 inches ; 0.8 ounces,11.4 ounces,"Currently, item can be shipped only within the U.S. and to APO/FPO addresses. For APO/FPO shipments, please check with the manufacturer regarding warranty and support issues.",This item is not eligible for international shipping.,,
740,B00UJTDAJA,Skincare D.E.J. Face Cream 1.7oz,Beauty & Personal Care,Luxury Beauty,Revision,140.00,02525,"['https://images-na.ssl-images-amazon.com/images/I/31JTMONWxHL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/313Akrfk21L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41ibruQ2KgL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31C1umhnYCL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31nJkoGKbCL.jpg']","24,774",1.6 x 1.5 x 6.3 inches,1.6 ounces,,,,
741,B003L1V03G,"Infinite Shine Nail Polish, Don't Provoke The Plum!",Beauty & Personal Care,Luxury Beauty,OPI,,,['https://via.placeholder.com/250?text=Image+Not+Available'],"508,818",1.4 x 1.4 x 3.2 inches,2.1 ounces,,,,
742,B00DTVBYE8,"Verbena Body Lotion Enriched with Grapeseed Oil and Organic Verbena, 8.4 fl. oz",Beauty & Personal Care,Luxury Beauty,L'Occitane,29.00,15LC250VB3,"['https://images-na.ssl-images-amazon.com/images/I/21YWTaRRADL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/312EkVkyxEL.jpg']","19,792",2.6 x 1.6 x 6.1 inches ; 8.5 ounces,10.4 ounces,"Currently, item can be shipped only within the U.S. and to APO/FPO addresses. For APO/FPO shipments, please check with the manufacturer regarding warranty and support issues.",This item can be shipped to select countries outside of the U.S.,,
743,B003UU35T0,"for Men Under Eye Gel, 0.85 fl. oz.",Beauty & Personal Care,Luxury Beauty,Recipe,48.00,05,"['https://images-na.ssl-images-amazon.com/images/I/4146cgbwAIL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41GnUzt1LAL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/21PVIXAoHYL.jpg']","332,228",1.2 x 1.2 x 1 inches ; 0.8 ounces,1.4 ounces,Item can be shipped within U.S.,This item can be shipped to select countries outside of the U.S.,,
744,B00512SFDQ,"of California Hard Water Pomade, 2 fl. oz.",Beauty & Personal Care,Luxury Beauty,Baxter,23.00,838364004033,"['https://images-na.ssl-images-amazon.com/images/I/411gLl2C%2BDL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41eqgrEXurL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41TWj516sdL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31W-0PP4O8L.jpg']","11,587",3 x 4 x 2 inches ; 2.08 ounces,8 ounces,Item can be shipped within U.S.,This item is not eligible for international shipping.,,
745,B00EXW4R82,Skin Beauty Brush - Dual Brow/Liner,Beauty & Personal Care,Luxury Beauty,Glo,18.00,GLO8012,"['https://images-na.ssl-images-amazon.com/images/I/11iRWw1IKtL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/210MakC6CML.jpg']","594,480",7.2 x 1.8 x 0.1 inches ; 0.48 ounces,0.6 ounces,,,,
746,B00X6MYM4E,"Stem Cells Cream, 1.7 oz",Beauty & Personal Care,Luxury Beauty,Pevonia,159.00,184712,"['https://images-na.ssl-images-amazon.com/images/I/51H6PiLeA9L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51Ji%2BYIKehL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41wbCKhOmRL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31xRb2hspAL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51bqq2tjriL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/61QgrSRzotL.jpg']","252,695",3 x 3 x 2.3 inches ; 4.8 ounces,4.8 ounces,"Currently, item can be shipped only within the U.S. and to APO/FPO addresses. For APO/FPO shipments, please check with the manufacturer regarding warranty and support issues.",This item can be shipped to select countries outside of the U.S.,,
747,B01FT1MQRE,"Hair 7 Seconds Conditioner, 33.8 Fluid Ounce",Beauty & Personal Care,Luxury Beauty,UNITE,72.00,1714,"['https://images-na.ssl-images-amazon.com/images/I/417By%2BHRs9L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31fhWdT%2BosL.jpg']","31,174",3.4 x 3.4 x 3 inches,2.4 pounds,,,,
748,B00AVBO3L0,"House  Home Bath Soap, Cilantro Orange, 8.5 Oz",Beauty & Personal Care,Luxury Beauty,LAFCO,,HS7,"['https://images-na.ssl-images-amazon.com/images/I/51cHJuawPcL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31TIlRWIQqL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31%2BBugbwJLL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31s2p6fzaPL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31S3Y9%2BdrLL.jpg']","362,701",5 x 3 x 2 inches ; 11.2 ounces,11.2 ounces,,,,
749,B00MY6EZ3Q,Handheld Diamond Microdermabrasion and Pore Cleansing System,Beauty & Personal Care,Luxury Beauty,NuBrilliance,119.00,,"['https://images-na.ssl-images-amazon.com/images/I/51ttRx-4lXL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31VGNa2w6XL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31g85r7lgkL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41cm5-vAXaL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41KBmOFd9qL.jpg']","449,448",6.9 x 2 x 1.5 inches ; 4.5 ounces,11.2 ounces,"Currently, item can be shipped only within the U.S. and to APO/FPO addresses. For APO/FPO shipments, please check with the manufacturer regarding warranty and support issues.",This item can be shipped to select countries outside of the U.S.,,
